Order Date,Region,Segment,Ship Mode,Category,Sub-Category,Sales,Quantity,Discount,Profit
2023-03-18 02:12:36.756756,Central,Consumer,Standard Class,Furniture,Tables,107.53,13,0.0,19.63
2023-03-19 13:17:07.027027,East,Consumer,Same Day,Furniture,Chairs,1468.89,11,0.3,-118.97
2023-03-21 00:21:37.297297,Central,Corporate,Standard Class,Furniture,Tables,985.3,12,0.2,-14.45
2023-03-22 11:26:07.567567,Central,Corporate,First Class,Office Supplies,Binders,276.88,1,0.1,14.03
2023-03-23 22:30:37.837837,South,Consumer,First Class,Office Supplies,Pens,44.77,1,0.2,2.06
2023-03-25 09:35:08.108108,West,Home Office,Same Day,Furniture,Tables,300.28,11,0.2,-16.41
2023-03-26 20:39:38.378378,South,Corporate,Standard Class,Technology,Computers,,13,0.4,-2.43
2023-03-28 07:44:08.648648,East,Home Office,First Class,Furniture,Tables,17.45,2,0.4,-0.64
2023-03-29 18:48:38.918918,South,Consumer,First Class,Technology,Accessories,442.84,11,0.4,-19.93
2023-03-31 05:53:09.189189,South,Home Office,Standard Class,Furniture,Chairs,68.85,12,0.1,7.22
2023-04-01 16:57:39.459459,Central,Consumer,Standard Class,Furniture,Bookcases,129.12,12,0.2,23.47
2023-04-03 04:02:09.729729,South,Consumer,Second Class,Office Supplies,Pens,,6,0.0,85.85
2023-04-04 15:06:40.000000,East,Consumer,Same Day,Technology,Phones,112.68,9,0.3,2.45
2023-04-06 02:11:10.270270,West,Consumer,Same Day,Technology,Accessories,97.92,4,0.4,-16.78
2023-04-07 13:15:40.540540,South,Home Office,Standard Class,Office Supplies,Paper,635.89,3,0.4,-107.24
2023-04-09 00:20:10.810810,South,Consumer,Same Day,Office Supplies,Pens,39.34,12,0.2,4.02
2023-04-10 11:24:41.081081,West,Consumer,First Class,Office Supplies,Paper,366.34,8,0.2,36.56
2023-04-11 22:29:11.351351,East,Home Office,Standard Class,Office Supplies,Binders,1117.08,11,0.1,283.08
2023-04-13 09:33:41.621621,East,Corporate,Standard Class,Technology,Accessories,,10,0.1,92.67
2023-04-14 20:38:11.891891,South,Home Office,Standard Class,Technology,Accessories,273.65,14,0.4,26.8
2023-04-16 07:42:42.162162,Central,Home Office,Second Class,Furniture,Bookcases,104.24,9,0.2,-5.77
2023-04-17 18:47:12.432432,South,Home Office,Same Day,Furniture,Bookcases,83.37,12,0.0,6.62
2023-04-19 05:51:42.702702,West,Consumer,Second Class,Office Supplies,Binders,437.67,11,0.3,-51.11
2023-04-20 16:56:12.972972,West,Consumer,First Class,Office Supplies,Pens,539.7,5,0.2,-7.78
2023-04-22 04:00:43.243243,West,Consumer,Same Day,Office Supplies,Binders,196.34,9,0.2,18.14
2023-04-23 15:05:13.513513,South,Corporate,Second Class,Furniture,Tables,80.04,2,0.5,-4.51
2023-04-25 02:09:43.783783,South,Consumer,Standard Class,Furniture,Tables,,3,0.1,0.15
2023-04-26 13:14:14.054054,East,Corporate,Second Class,Furniture,Tables,,7,0.3,5.04
2023-04-28 00:18:44.324324,Central,Consumer,Standard Class,Furniture,Chairs,327.42,7,0.4,20.51
2023-04-29 11:23:14.594594,South,Home Office,Second Class,Furniture,Chairs,146.23,6,0.2,2.78
2023-04-30 22:27:44.864864,East,Consumer,Second Class,Furniture,Bookcases,,6,0.4,-100.01
2023-05-02 09:32:15.135135,South,Corporate,Second Class,Furniture,Chairs,346.45,2,0.2,-6.59
2023-05-03 20:36:45.405405,East,Corporate,Standard Class,Office Supplies,Paper,63.07,10,0.4,-9.58
2023-05-05 07:41:15.675675,East,Consumer,Second Class,Office Supplies,Pens,247.84,6,0.3,-23.05
2023-05-06 18:45:45.945945,Central,Home Office,Same Day,Office Supplies,Pens,152.96,4,0.1,22.27
2023-05-08 05:50:16.216216,South,Consumer,Same Day,Office Supplies,Pens,225.24,12,0.3,
2023-05-09 16:54:46.486486,East,Consumer,Same Day,Furniture,Chairs,344.92,3,0.5,-49.17
2023-05-11 03:59:16.756756,West,Consumer,Standard Class,Technology,Phones,420.23,13,0.0,145.76
2023-05-12 15:03:47.027027,West,Home Office,Standard Class,Furniture,Bookcases,474.05,11,0.1,92.58
2023-05-14 02:08:17.297297,West,Corporate,Same Day,Technology,Computers,83.25,13,0.3,12.88
2023-05-15 13:12:47.567567,Central,Home Office,Same Day,Office Supplies,Pens,17.9,2,0.5,-3.71
2023-05-17 00:17:17.837837,East,Corporate,Same Day,Furniture,Tables,346.09,1,0.0,56.98
2023-05-18 11:21:48.108108,Central,Corporate,First Class,Office Supplies,Binders,38.11,11,0.5,
2023-05-19 22:26:18.378378,South,Corporate,Same Day,Furniture,Bookcases,104.55,11,0.2,-4.91
2023-05-21 09:30:48.648648,South,Home Office,Second Class,Office Supplies,Pens,10.96,5,0.2,-0.75
2023-05-22 20:35:18.918918,East,Consumer,First Class,Technology,Accessories,296.17,2,0.4,3.3
2023-05-24 07:39:49.189189,West,Consumer,First Class,Technology,Phones,55.72,2,0.1,10.17
2023-05-25 18:44:19.459459,East,Consumer,Standard Class,Technology,Computers,276.26,7,0.2,14.71
2023-05-27 05:48:49.729729,East,Consumer,Second Class,Furniture,Chairs,1209.16,8,0.5,-124.67
2023-05-28 16:53:20.000000,East,Consumer,Standard Class,Technology,Phones,28.86,13,0.1,3.31
2023-05-30 03:57:50.270270,Central,Home Office,Standard Class,Furniture,Bookcases,30.05,10,0.2,-1.89
2023-05-31 15:02:20.540540,South,Home Office,Second Class,Technology,Phones,,8,0.4,-10.19
2023-06-02 02:06:50.810810,East,Home Office,Standard Class,Technology,Accessories,513.2,14,0.3,-39.45
2023-06-03 13:11:21.081081,East,Home Office,Second Class,Furniture,Tables,70.69,4,0.4,-11.34
2023-06-05 00:15:51.351351,East,Home Office,Second Class,Furniture,Bookcases,121.72,14,0.0,41.02
2023-06-06 11:20:21.621621,Central,Home Office,Standard Class,Technology,Phones,27.74,1,0.2,3.05
2023-06-07 22:24:51.891891,Central,Home Office,Same Day,Furniture,Chairs,370.09,11,0.0,99.41
2023-06-09 09:29:22.162162,Central,Consumer,Standard Class,Technology,Accessories,141.19,7,0.0,20.42
2023-06-10 20:33:52.432432,East,Corporate,First Class,Furniture,Bookcases,366.0,1,0.5,-48.33
2023-06-12 07:38:22.702702,West,Home Office,Standard Class,Office Supplies,Paper,594.83,11,0.1,36.33
2023-06-13 18:42:52.972972,West,Corporate,Second Class,Office Supplies,Binders,76.24,4,0.5,-16.84
2023-06-15 05:47:23.243243,West,Home Office,First Class,Office Supplies,Binders,421.78,8,0.2,-6.87
2023-06-16 16:51:53.513513,South,Home Office,Second Class,Office Supplies,Pens,25.23,2,0.0,7.3
2023-06-18 03:56:23.783783,East,Consumer,Same Day,Office Supplies,Binders,582.78,6,0.3,42.7
2023-06-19 15:00:54.054054,West,Corporate,Same Day,Technology,Phones,273.01,13,0.0,
2023-06-21 02:05:24.324324,West,Consumer,First Class,Office Supplies,Pens,528.32,6,0.3,6.62
2023-06-22 13:09:54.594594,West,Consumer,Same Day,Office Supplies,Paper,10.05,12,0.5,0.27
2023-06-24 00:14:24.864864,East,Corporate,Same Day,Office Supplies,Paper,56.31,9,0.5,-12.85
2023-06-25 11:18:55.135135,West,Consumer,Standard Class,Office Supplies,Binders,133.48,5,0.1,9.9
2023-06-26 22:23:25.405405,West,Home Office,Standard Class,Furniture,Bookcases,129.31,10,0.0,20.04
2023-06-28 09:27:55.675675,East,Home Office,Same Day,Technology,Accessories,74.28,4,0.4,3.32
2023-06-29 20:32:25.945945,South,Home Office,Same Day,Office Supplies,Binders,130.16,5,0.5,6.22
2023-07-01 07:36:56.216216,Central,Home Office,Standard Class,Office Supplies,Paper,,12,0.5,-7.91
2023-07-02 18:41:26.486486,West,Home Office,Same Day,Office Supplies,Paper,143.08,12,0.1,
2023-07-04 05:45:56.756756,Central,Consumer,Same Day,Technology,Phones,,10,0.3,49.5
2023-07-05 16:50:27.027027,South,Consumer,Second Class,Furniture,Chairs,173.03,11,0.1,9.93
2023-07-07 03:54:57.297297,South,Home Office,Same Day,Technology,Accessories,14.54,5,0.0,2.47
2023-07-08 14:59:27.567567,West,Home Office,First Class,Furniture,Bookcases,146.81,8,0.2,7.77
2023-07-10 02:03:57.837837,East,Consumer,Second Class,Office Supplies,Binders,16.89,10,0.2,3.77
2023-07-11 13:08:28.108108,South,Corporate,First Class,Office Supplies,Binders,857.14,12,0.3,-64.91
2023-07-13 00:12:58.378378,Central,Consumer,Same Day,Technology,Accessories,44.08,8,0.5,
2023-07-14 11:17:28.648648,Central,Consumer,Standard Class,Technology,Accessories,,2,0.3,-9.44
2023-07-15 22:21:58.918918,Central,Consumer,Second Class,Furniture,Chairs,910.92,7,0.5,-28.0
2023-07-17 09:26:29.189189,Central,Consumer,Standard Class,Furniture,Chairs,447.23,8,0.5,-55.46
2023-07-18 20:30:59.459459,South,Consumer,Second Class,Technology,Computers,,11,0.2,32.13
2023-07-20 07:35:29.729729,West,Corporate,Standard Class,Furniture,Bookcases,467.3,6,0.3,55.97
2023-07-21 18:40:00.000000,West,Home Office,Second Class,Technology,Computers,1011.57,5,0.1,233.93
2023-07-23 05:44:30.270270,Central,Home Office,Second Class,Furniture,Bookcases,252.78,11,0.5,2.51
2023-07-24 16:49:00.540540,West,Corporate,First Class,Technology,Phones,214.78,9,0.4,-36.97
2023-07-26 03:53:30.810810,Central,Home Office,Standard Class,Technology,Computers,257.38,13,0.4,
2023-07-27 14:58:01.081081,Central,Home Office,First Class,Technology,Computers,200.18,3,0.1,6.41
2023-07-29 02:02:31.351351,East,Home Office,First Class,Furniture,Bookcases,262.03,12,0.4,-17.1
2023-07-30 13:07:01.621621,South,Corporate,Standard Class,Furniture,Chairs,159.39,13,0.0,34.2
2023-08-01 00:11:31.891891,South,Corporate,Second Class,Furniture,Tables,71.62,13,0.5,-9.25
2023-08-02 11:16:02.162162,Central,Home Office,First Class,Technology,Phones,42.03,10,0.1,6.13
2023-08-03 22:20:32.432432,South,Home Office,Standard Class,Furniture,Tables,27.7,4,0.3,4.68
2023-08-05 09:25:02.702702,West,Home Office,Second Class,Furniture,Chairs,86.4,9,0.5,-18.1
2023-08-06 20:29:32.972972,Central,Consumer,First Class,Technology,Accessories,21.81,6,0.1,4.2
2023-08-08 07:34:03.243243,East,Consumer,First Class,Office Supplies,Binders,219.35,8,0.2,10.7
2023-08-09 18:38:33.513513,West,Consumer,First Class,Technology,Computers,93.46,7,0.3,-8.42
2023-08-11 05:43:03.783783,East,Corporate,Second Class,Furniture,Chairs,445.08,11,0.2,-9.96
2023-08-12 16:47:34.054054,East,Home Office,First Class,Technology,Phones,29.29,2,0.5,1.02
2023-08-14 03:52:04.324324,South,Corporate,Second Class,Office Supplies,Binders,74.16,3,0.3,9.93
2023-08-15 14:56:34.594594,South,Corporate,Same Day,Technology,Accessories,337.56,1,0.4,27.72
2023-08-17 02:01:04.864864,Central,Corporate,First Class,Furniture,Chairs,238.33,9,0.1,68.51
2023-08-18 13:05:35.135135,South,Home Office,Same Day,Office Supplies,Paper,,13,0.5,-5.0
2023-08-20 00:10:05.405405,East,Consumer,Standard Class,Furniture,Chairs,534.38,7,0.0,83.7
2023-08-21 11:14:35.675675,East,Home Office,First Class,Office Supplies,Binders,534.43,1,0.3,37.82
2023-08-22 22:19:05.945945,West,Home Office,Standard Class,Office Supplies,Binders,110.27,3,0.3,1.67
2023-08-24 09:23:36.216216,East,Corporate,Standard Class,Technology,Computers,114.03,4,0.5,-14.19
2023-08-25 20:28:06.486486,Central,Corporate,Standard Class,Technology,Computers,1138.11,4,0.5,-162.36
2023-08-27 07:32:36.756756,Central,Corporate,Same Day,Furniture,Bookcases,255.99,5,0.2,27.68
2023-08-28 18:37:07.027027,South,Consumer,Second Class,Technology,Accessories,199.46,14,0.4,-3.46
2023-08-30 05:41:37.297297,South,Consumer,Same Day,Technology,Computers,465.27,3,0.2,-10.03
2023-08-31 16:46:07.567567,South,Consumer,Same Day,Office Supplies,Pens,93.97,3,0.2,6.72
2023-09-02 03:50:37.837837,Central,Home Office,Standard Class,Technology,Phones,150.17,1,0.4,-3.6
2023-09-03 14:55:08.108108,East,Corporate,First Class,Office Supplies,Paper,87.92,7,0.0,19.44
2023-09-05 01:59:38.378378,South,Home Office,Second Class,Office Supplies,Paper,399.16,11,0.2,-2.78
2023-09-06 13:04:08.648648,West,Consumer,Standard Class,Office Supplies,Binders,222.95,10,0.2,34.04
2023-09-08 00:08:38.918918,South,Corporate,Second Class,Furniture,Chairs,278.84,14,0.3,-34.14
2023-09-09 11:13:09.189189,Central,Consumer,Same Day,Furniture,Bookcases,82.69,1,0.4,-6.91
2023-09-10 22:17:39.459459,South,Corporate,Second Class,Furniture,Tables,72.19,2,0.1,16.18
2023-09-12 09:22:09.729729,East,Corporate,Second Class,Office Supplies,Pens,177.54,13,0.0,38.91
2023-09-13 20:26:40.000000,South,Home Office,First Class,Furniture,Chairs,344.44,4,0.0,44.21
2023-09-15 07:31:10.270270,Central,Home Office,Standard Class,Furniture,Chairs,196.24,13,0.4,3.63
2023-09-16 18:35:40.540540,Central,Consumer,Second Class,Technology,Phones,18.3,4,0.5,-1.46
2023-09-18 05:40:10.810810,West,Home Office,Second Class,Furniture,Tables,517.29,5,0.5,-5.76
2023-09-19 16:44:41.081081,Central,Home Office,Same Day,Furniture,Bookcases,26.72,11,0.3,2.42
2023-09-21 03:49:11.351351,West,Home Office,Same Day,Office Supplies,Binders,789.9,2,0.3,41.89
2023-09-22 14:53:41.621621,East,Corporate,Second Class,Office Supplies,Binders,16.37,4,0.4,-0.71
2023-09-24 01:58:11.891891,Central,Home Office,Standard Class,Office Supplies,Paper,306.41,1,0.3,-27.59
2023-09-25 13:02:42.162162,South,Consumer,Second Class,Office Supplies,Binders,31.45,2,0.0,
2023-09-27 00:07:12.432432,East,Corporate,Second Class,Office Supplies,Binders,613.87,1,0.0,
2023-09-28 11:11:42.702702,South,Corporate,First Class,Office Supplies,Paper,166.11,10,0.1,28.2
2023-09-29 22:16:12.972972,South,Home Office,Standard Class,Furniture,Tables,46.99,10,0.5,-4.51
2023-10-01 09:20:43.243243,South,Corporate,First Class,Office Supplies,Paper,114.19,13,0.4,-11.82
2023-10-02 20:25:13.513513,East,Consumer,Standard Class,Office Supplies,Paper,55.03,4,0.2,-3.75
2023-10-04 07:29:43.783783,East,Consumer,Standard Class,Technology,Phones,56.76,4,0.5,-5.74
2023-10-05 18:34:14.054054,Central,Corporate,Standard Class,Furniture,Chairs,5622.502871094883,7,0.2,11.76
2023-10-07 05:38:44.324324,South,Home Office,First Class,Furniture,Tables,157.31,10,0.1,33.1
2023-10-08 16:43:14.594594,West,Home Office,First Class,Furniture,Chairs,398.74,11,0.1,-1.12
2023-10-10 03:47:44.864864,Central,Corporate,First Class,Office Supplies,Paper,265.14,11,0.3,12.05
2023-10-11 14:52:15.135135,East,Consumer,Same Day,Office Supplies,Binders,292.08,9,0.1,79.57
2023-10-13 01:56:45.405405,West,Corporate,First Class,Office Supplies,Binders,45.3,9,0.1,1.92
2023-10-14 13:01:15.675675,East,Home Office,Same Day,Technology,Accessories,76.7,5,0.2,5.48
2023-10-16 00:05:45.945945,West,Home Office,Same Day,Office Supplies,Binders,,10,0.3,-40.65
2023-10-17 11:10:16.216216,Central,Corporate,Same Day,Technology,Computers,893.11,1,0.1,158.71
2023-10-18 22:14:46.486486,West,Consumer,Second Class,Furniture,Bookcases,86.18,1,0.5,-7.31
2023-10-20 09:19:16.756756,Central,Corporate,Second Class,Office Supplies,Binders,89.22,6,0.1,10.01
2023-10-21 20:23:47.027027,East,Consumer,Second Class,Technology,Computers,170.09,2,0.3,
2023-10-23 07:28:17.297297,West,Consumer,Same Day,Technology,Computers,1041.31,8,0.4,82.23
2023-10-24 18:32:47.567567,South,Corporate,Same Day,Office Supplies,Binders,88.32,13,0.3,-6.28
2023-10-26 05:37:17.837837,South,Corporate,Standard Class,Furniture,Bookcases,140.63,9,0.2,-8.89
2023-10-27 16:41:48.108108,East,Consumer,Same Day,Furniture,Tables,565.21,13,0.4,38.72
2023-10-29 03:46:18.378378,West,Consumer,Second Class,Furniture,Tables,10.73,4,0.5,-0.82
2023-10-30 14:50:48.648648,South,Consumer,Same Day,Technology,Accessories,20.14,5,0.0,6.39
2023-11-01 01:55:18.918918,Central,Consumer,Same Day,Technology,Phones,241.63,11,0.3,11.86
2023-11-02 12:59:49.189189,West,Home Office,Standard Class,Technology,Accessories,604.81,8,0.2,104.66
2023-11-04 00:04:19.459459,West,Corporate,Same Day,Technology,Phones,78.23,3,0.5,
2023-11-05 11:08:49.729729,South,Consumer,First Class,Furniture,Bookcases,168.55,5,0.4,5.89
2023-11-06 22:13:20.000000,Central,Corporate,Standard Class,Office Supplies,Pens,159.67,3,0.5,3.82
2023-11-08 09:17:50.270270,Central,Consumer,Same Day,Technology,Computers,170.13,12,0.3,7.08
2023-11-09 20:22:20.540540,Central,Corporate,Same Day,Technology,Phones,253.56,10,0.1,11.22
2023-11-11 07:26:50.810810,West,Corporate,Standard Class,Furniture,Tables,168.6,3,0.3,-8.32
2023-11-12 18:31:21.081081,East,Consumer,Same Day,Office Supplies,Paper,158.31,3,0.0,17.35
2023-11-14 05:35:51.351351,West,Consumer,Second Class,Office Supplies,Pens,6897.415084422642,13,0.3,-9.55
2023-11-15 16:40:21.621621,West,Corporate,First Class,Furniture,Bookcases,233.43,12,0.4,-22.89
2023-11-17 03:44:51.891891,South,Corporate,First Class,Furniture,Chairs,202.51,7,0.4,-4.75
2023-11-18 14:49:22.162162,East,Corporate,Second Class,Office Supplies,Binders,491.27,7,0.3,22.79
2023-11-20 01:53:52.432432,Central,Home Office,Same Day,Technology,Computers,22.69,7,0.4,-1.41
2023-11-21 12:58:22.702702,South,Consumer,Same Day,Office Supplies,Binders,457.92,10,0.1,79.96
2023-11-23 00:02:52.972972,West,Home Office,First Class,Furniture,Tables,474.35,8,0.5,-106.98
2023-11-24 11:07:23.243243,East,Home Office,Same Day,Technology,Accessories,93.84,5,0.3,-9.73
2023-11-25 22:11:53.513513,Central,Consumer,First Class,Technology,Accessories,165.37,5,0.1,6.87
2023-11-27 09:16:23.783783,Central,Consumer,First Class,Furniture,Bookcases,154.3,14,0.5,-14.59
2023-11-28 20:20:54.054054,West,Home Office,Second Class,Furniture,Bookcases,71.64,4,0.5,-13.31
2023-11-30 07:25:24.324324,Central,Consumer,First Class,Furniture,Bookcases,136.38,7,0.1,10.23
2023-12-01 18:29:54.594594,Central,Corporate,Same Day,Office Supplies,Binders,21.35,10,0.2,1.07
2023-12-03 05:34:24.864864,East,Corporate,Same Day,Office Supplies,Binders,91.37,4,0.3,10.38
2023-12-04 16:38:55.135135,South,Home Office,Standard Class,Technology,Computers,434.13,2,0.5,-106.73
2023-12-06 03:43:25.405405,East,Home Office,Same Day,Furniture,Tables,93.72,4,0.5,-5.17
2023-12-07 14:47:55.675675,South,Consumer,Standard Class,Technology,Accessories,436.22,13,0.4,4.65
2023-12-09 01:52:25.945945,South,Consumer,First Class,Technology,Accessories,199.61,13,0.5,-2.08
2023-12-10 12:56:56.216216,South,Home Office,Same Day,Technology,Accessories,539.78,8,0.1,145.65
2023-12-12 00:01:26.486486,Central,Home Office,Second Class,Technology,Phones,223.79,9,0.5,-54.6
2023-12-13 11:05:56.756756,East,Corporate,Second Class,Furniture,Tables,17.53,3,0.2,-0.42
2023-12-14 22:10:27.027027,Central,Corporate,Second Class,Technology,Computers,291.31,7,0.3,39.57
2023-12-16 09:14:57.297297,West,Consumer,First Class,Furniture,Bookcases,21.47,14,0.3,
2023-12-17 20:19:27.567567,East,Corporate,First Class,Furniture,Tables,159.73,12,0.5,-12.88
2023-12-19 07:23:57.837837,South,Consumer,Standard Class,Office Supplies,Binders,672.78,14,0.0,167.46
2023-12-20 18:28:28.108108,Central,Consumer,Second Class,Furniture,Bookcases,55.14,9,0.0,13.99
2023-12-22 05:32:58.378378,Central,Consumer,Standard Class,Office Supplies,Paper,133.52,11,0.1,35.99
2023-12-23 16:37:28.648648,East,Corporate,Standard Class,Furniture,Chairs,337.2,4,0.0,117.71
2023-12-25 03:41:58.918918,East,Home Office,Same Day,Furniture,Chairs,544.82,10,0.1,112.26
2023-12-26 14:46:29.189189,South,Home Office,Same Day,Furniture,Bookcases,287.88,3,0.4,-29.89
2023-12-28 01:50:59.459459,South,Corporate,Second Class,Office Supplies,Binders,84.66,5,0.1,21.5
2023-12-29 12:55:29.729729,West,Home Office,First Class,Office Supplies,Pens,290.68,1,0.0,
2023-12-31 00:00:00.000000,South,Consumer,Same Day,Technology,Accessories,98.0,3,0.5,-17.71
